CGPA,Internship,Aptitude,Communication,Coding,Projects,Placed
5.7,1,99,83,79,2,Yes
9.8,1,75,66,77,5,Yes
7.5,1,74,80,85,1,Yes
8.8,1,81,49,93,2,Yes
7.7,1,46,66,77,4,Yes
9.3,1,49,100,96,3,Yes
7.4,0,47,43,74,2,No
9.7,1,58,92,59,6,Yes
6.5,0,51,96,60,4,Yes
5.0,1,88,70,69,8,Yes
5.6,1,71,55,92,3,Yes
6.2,1,64,51,41,8,Yes
9.3,1,44,64,41,5,Yes
5.9,0,57,90,75,7,Yes
5.7,1,58,55,55,5,Yes
8.9,0,53,53,68,8,Yes
8.5,0,56,43,56,3,Yes
8.4,0,85,63,50,2,Yes
8.6,1,63,90,75,8,Yes
8.7,1,85,88,74,4,Yes
6.2,0,84,95,52,3,Yes
9.4,0,45,45,85,0,Yes
7.3,1,73,56,45,6,Yes
6.1,0,84,46,66,2,Yes
6.9,0,54,74,56,3,Yes
5.0,1,47,40,78,5,Yes
7.6,0,97,92,93,1,Yes
6.0,0,91,100,76,7,Yes
9.6,0,85,70,66,3,Yes
8.7,0,78,43,66,7,Yes
7.9,0,64,52,74,6,Yes
7.1,1,61,74,42,8,Yes
6.5,0,83,77,91,2,Yes
5.9,0,72,60,47,4,Yes
5.4,0,55,60,85,1,Yes
5.8,1,56,43,57,2,No
6.8,1,40,94,82,4,Yes
7.5,1,53,85,52,8,Yes
5.5,0,51,89,81,5,Yes
9.7,0,94,70,74,4,Yes
7.3,1,67,48,71,6,Yes
9.2,0,100,90,73,1,Yes
5.1,0,44,94,47,6,Yes
9.7,1,58,95,55,3,Yes
5.7,0,96,46,50,2,Yes
5.2,0,44,48,99,2,Yes
7.5,1,65,77,45,0,Yes
6.6,0,45,59,75,0,No
7.8,1,93,61,54,4,Yes
7.1,0,52,50,53,4,No
8.3,1,77,98,41,8,Yes
8.0,0,42,40,97,2,Yes
6.3,0,45,64,54,1,No
6.4,0,60,87,89,5,Yes
6.4,1,46,93,93,2,Yes
7.0,0,65,97,100,5,Yes
5.1,1,98,98,97,0,Yes
6.0,0,78,98,59,7,Yes
6.9,0,45,75,56,6,Yes
8.9,0,61,81,47,6,Yes
5.2,1,100,71,68,6,Yes
7.3,1,48,67,59,3,Yes
6.0,1,82,48,63,0,Yes
9.7,0,63,53,67,0,Yes
6.1,0,95,96,73,1,Yes
6.3,0,88,76,63,3,Yes
8.2,1,88,90,93,5,Yes
7.4,1,47,65,45,8,Yes
5.6,0,98,58,73,6,Yes
8.7,1,76,71,53,3,Yes
8.5,1,43,45,43,5,Yes
6.4,0,86,55,83,1,Yes
9.4,1,43,79,74,7,Yes
6.0,1,99,76,66,6,Yes
9.4,1,96,49,85,2,Yes
7.9,0,89,54,89,0,Yes
6.5,0,93,53,85,0,Yes
9.4,1,97,44,68,7,Yes
5.7,1,41,77,65,3,Yes
5.6,1,100,84,44,2,Yes
7.9,1,98,85,55,3,Yes
8.7,0,42,48,76,3,Yes
7.9,0,92,43,46,0,Yes
9.5,1,91,85,95,6,Yes
5.5,0,50,77,61,7,Yes
9.2,1,48,91,48,8,Yes
9.4,1,89,94,54,1,Yes
9.1,1,70,46,64,5,Yes
5.0,1,46,46,70,7,Yes
7.0,0,87,67,79,2,Yes
7.2,1,98,74,44,1,Yes
9.8,0,80,84,61,7,Yes
5.7,1,41,89,98,2,Yes
5.2,0,59,53,74,4,Yes
9.1,0,90,49,46,1,Yes
5.5,0,63,70,61,0,No
7.3,1,57,45,47,0,No
5.8,0,87,92,90,7,Yes
7.4,0,76,76,44,0,Yes
8.3,1,78,47,97,1,Yes
8.2,1,55,76,80,6,Yes
6.8,1,56,66,63,4,Yes
8.8,1,80,92,52,6,Yes
8.8,0,92,41,90,4,Yes
9.9,1,84,80,85,1,Yes
5.7,0,54,68,51,6,Yes
9.1,0,42,66,81,8,Yes
9.2,1,96,70,89,6,Yes
6.6,1,78,40,72,2,Yes
9.5,0,40,49,52,5,Yes
5.4,0,94,56,85,0,Yes
5.9,1,94,47,80,8,Yes
6.5,1,97,91,97,3,Yes
8.4,1,76,89,57,0,Yes
9.3,1,86,43,41,2,Yes
7.6,1,74,57,96,2,Yes
8.9,1,80,56,56,7,Yes
9.0,0,82,87,94,7,Yes
6.5,1,89,82,71,8,Yes
8.7,0,40,73,48,0,No
6.9,0,43,68,53,6,Yes
8.0,0,49,92,96,4,Yes
7.0,1,67,90,77,3,Yes
5.4,0,79,88,78,2,Yes
8.8,1,79,45,81,3,Yes
8.7,0,58,90,79,0,Yes
8.0,1,73,66,48,4,Yes
8.4,1,40,70,76,0,Yes
5.6,1,72,95,55,7,Yes
6.2,0,65,93,77,0,Yes
7.3,1,44,48,80,4,Yes
7.6,1,75,70,90,5,Yes
5.7,1,77,51,64,3,Yes
9.6,1,48,67,85,7,Yes
9.9,1,62,52,89,4,Yes
5.6,1,62,87,98,0,Yes
9.4,1,47,96,46,4,Yes
9.5,1,94,99,73,7,Yes
6.9,1,45,55,47,7,Yes
5.6,0,77,92,91,2,Yes
8.3,1,59,67,60,7,Yes
9.5,1,70,92,79,6,Yes
7.5,0,67,87,54,8,Yes
9.9,0,100,62,100,2,Yes
7.7,0,78,71,63,4,Yes
5.8,1,68,63,57,7,Yes
9.7,1,67,68,94,0,Yes
9.9,0,60,74,69,1,Yes
8.4,0,66,80,74,7,Yes
7.6,0,57,77,52,4,Yes
5.5,0,91,81,82,3,Yes
9.7,0,57,48,53,6,Yes
8.0,1,83,85,67,0,Yes
6.6,1,63,41,68,4,Yes
9.7,1,69,87,78,1,Yes
5.6,0,55,67,76,3,Yes
6.0,0,63,63,46,3,No
6.2,0,95,61,65,1,Yes
8.7,1,57,59,87,0,Yes
9.1,0,45,42,58,8,Yes
7.4,0,82,83,90,5,Yes
9.5,0,43,77,90,3,Yes
7.2,1,44,93,78,1,Yes
9.2,1,46,81,56,5,Yes
6.3,0,92,59,51,5,Yes
8.0,1,99,56,85,4,Yes
8.9,0,54,60,87,5,Yes
8.9,1,40,85,58,2,Yes
9.2,1,75,57,96,0,Yes
6.6,0,67,70,60,8,Yes
5.6,1,63,97,100,4,Yes
7.4,0,72,53,40,1,No
9.4,0,92,54,57,0,Yes
7.1,0,47,88,78,6,Yes
9.2,0,54,79,91,6,Yes
8.5,1,72,47,78,6,Yes
7.9,1,92,78,58,4,Yes
6.8,0,60,76,59,2,Yes
8.7,0,75,80,95,3,Yes
8.7,0,94,80,45,6,Yes
9.8,0,83,100,48,6,Yes
6.5,1,97,62,82,7,Yes
6.0,1,66,67,74,3,Yes
9.6,0,68,49,85,7,Yes
8.5,1,82,98,78,1,Yes
6.0,0,71,54,54,7,Yes
6.5,1,98,86,41,4,Yes
8.4,1,44,64,88,6,Yes
6.9,0,42,48,81,1,No
5.2,1,74,54,92,3,Yes
8.6,0,60,48,81,1,Yes
9.9,0,87,61,55,3,Yes
6.1,1,50,52,43,6,Yes
9.2,0,40,97,64,0,Yes
6.7,1,94,47,63,5,Yes
9.4,0,59,84,66,1,Yes
7.5,0,88,81,86,4,Yes
7.9,0,74,81,61,7,Yes
5.8,0,40,76,51,1,No
8.3,1,92,66,49,0,Yes
5.1,0,44,60,60,3,No
6.6,0,62,74,57,2,Yes
5.2,0,68,40,100,7,Yes
7.1,0,43,85,45,6,Yes
6.1,1,40,72,68,2,Yes
7.7,1,63,52,90,5,Yes
8.5,0,59,85,73,4,Yes
7.1,0,76,69,43,5,Yes
9.4,1,52,48,72,6,Yes
5.7,0,96,81,45,0,Yes
5.7,1,68,74,48,1,Yes
8.6,1,42,98,65,0,Yes
8.5,1,45,62,52,8,Yes
9.7,1,80,46,69,7,Yes
7.8,0,55,76,84,6,Yes
7.7,1,93,55,71,1,Yes
8.5,1,96,43,97,7,Yes
5.5,0,48,63,59,1,No
6.3,1,51,74,95,4,Yes
5.1,0,83,91,51,3,Yes
5.1,1,47,58,54,1,No
5.5,1,46,53,58,0,No
9.3,1,72,86,91,2,Yes
5.1,0,75,59,58,6,Yes
5.8,0,88,58,59,8,Yes
5.2,0,99,54,78,2,Yes
6.7,0,74,41,91,2,Yes
6.8,0,57,46,79,6,Yes
5.0,0,97,69,56,3,Yes
6.3,1,52,52,86,7,Yes
5.4,0,54,55,84,1,Yes
6.5,0,44,77,99,5,Yes
5.2,1,67,48,68,8,Yes
8.5,0,67,64,63,1,Yes
7.4,1,49,94,96,0,Yes
6.6,1,81,59,41,4,Yes
6.9,0,46,45,40,7,No
9.9,0,78,70,96,2,Yes
6.0,0,64,48,86,2,Yes
5.1,1,66,80,93,3,Yes
5.9,1,92,48,43,1,Yes
5.3,0,84,90,84,4,Yes
8.8,1,43,41,60,2,Yes
7.9,1,60,68,42,7,Yes
6.4,0,42,94,78,0,Yes
5.7,0,87,96,86,3,Yes
6.2,1,72,45,97,8,Yes
7.2,1,78,42,93,4,Yes
7.3,0,77,57,41,1,Yes
6.6,0,68,100,78,8,Yes
8.8,0,91,85,67,6,Yes
6.1,0,78,72,91,3,Yes
9.5,1,40,73,60,5,Yes
6.4,1,100,80,46,0,Yes
6.9,0,95,45,50,1,Yes
6.1,0,68,75,73,4,Yes
6.2,1,70,66,73,8,Yes
5.7,1,48,75,95,7,Yes
6.4,1,98,77,81,6,Yes
6.8,1,57,91,69,0,Yes
8.4,1,55,55,61,8,Yes
5.1,0,45,51,91,7,Yes
6.3,1,41,49,50,1,No
6.8,1,73,54,79,1,Yes
6.1,0,58,98,47,7,Yes
8.1,0,56,85,75,3,Yes
5.4,1,95,48,42,8,Yes
8.4,0,41,41,47,6,No
6.9,0,48,54,41,7,No
9.5,0,50,43,77,0,Yes
9.8,0,75,50,78,5,Yes
9.9,0,96,76,47,2,Yes
6.7,1,71,77,77,4,Yes
7.4,1,89,68,100,5,Yes
7.1,1,92,79,97,1,Yes
9.5,0,59,49,89,5,Yes
5.1,0,55,74,46,3,No
8.6,1,53,83,72,2,Yes
5.4,0,96,89,63,7,Yes
6.7,1,41,88,59,5,Yes
6.4,0,98,77,75,0,Yes
7.2,0,95,79,100,7,Yes
7.5,1,46,97,74,5,Yes
7.1,1,88,78,82,6,Yes
5.7,1,99,100,57,2,Yes
9.9,0,52,84,75,3,Yes
7.9,1,47,51,55,3,Yes
8.6,1,52,45,53,5,Yes
9.8,0,57,42,54,3,Yes
9.1,0,57,81,50,3,Yes
8.2,0,83,75,90,7,Yes
6.0,0,91,74,76,2,Yes
6.3,0,47,88,81,7,Yes
8.0,0,53,74,100,5,Yes
6.7,1,48,57,41,6,Yes
5.7,0,49,45,92,3,Yes
5.4,0,46,98,95,1,Yes
5.1,0,53,58,91,8,Yes
9.3,1,91,60,93,5,Yes
5.2,0,41,58,84,6,Yes
5.6,0,53,58,52,6,No
6.3,0,69,82,69,7,Yes
9.7,1,64,68,70,5,Yes
5.3,0,45,69,43,8,No
7.9,0,59,51,53,1,No
8.7,1,73,91,71,6,Yes
8.0,1,48,96,60,0,Yes
9.8,1,73,50,68,0,Yes
5.5,0,86,65,40,7,Yes
9.8,1,54,96,87,8,Yes
6.1,0,52,53,64,3,No
6.4,1,49,53,70,0,Yes
6.3,1,76,95,70,6,Yes
9.7,0,81,67,78,0,Yes
7.1,1,98,71,51,4,Yes
6.8,1,84,70,60,1,Yes
8.7,0,85,64,99,6,Yes
9.6,1,90,99,63,5,Yes
8.8,1,55,58,82,7,Yes
9.2,0,53,82,74,4,Yes
7.2,1,85,55,86,6,Yes
